pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_rade
HD 82886,b,Radial Velocity,705.00000000,1.650000,0.270000,1.30000,,,,143.938263,34.780743,112.23,7.625,5120.00,,4.23,HD 82886,HIP 47087,
HD 82943,b,Radial Velocity,441.20000000,1.180000,0.219000,1.75000,,,,143.711395,-12.129546,27.46,6.530,5760.00,1.05,1.25,HD 82943,HIP 47007,
HD 82943,c,Radial Velocity,219.30000000,0.747000,0.359000,2.01000,,,,143.711395,-12.129546,27.46,6.530,5760.00,1.05,1.25,HD 82943,HIP 47007,
HD 83443,b,Radial Velocity,2.98562500,0.040600,0.008000,0.40000,,,,144.299286,-43.272205,43.53,8.222,5200.00,0.81,1.19,HD 83443,HIP 47202,
HD 8535,b,Radial Velocity,1313.00000000,,,0.63000,,,,20.905149,-41.269802,56.34,7.686,6020.00,1.16,1.35,HD 8535,HIP 6511,
HD 85390,b,Radial Velocity,781.00000000,,,0.14000,,,,147.510406,-49.790268,33.96,8.526,5170.00,0.80,0.82,HD 85390,HIP 48235,
HD 85512,b,Radial Velocity,58.43000000,0.260000,0.110000,0.01133,,,,147.779388,-43.502789,11.15,7.670,4310.00,0.66,0.76,HD 85512,HIP 48331,
HD 8574,b,Radial Velocity,227.00000000,0.757000,0.297000,1.80000,,,,21.302153,28.566692,44.15,7.112,5990.00,1.14,1.40,HD 8574,HIP 6643,
HD 86081,b,Radial Velocity,2.13750000,0.039000,0.008000,1.50000,,,,149.024658,-3.808422,91.16,8.701,5750.00,1.04,1.53,HD 86081,HIP 48711,
HD 86226,b,Radial Velocity,1534.00000000,2.600000,0.730000,1.50000,,,,149.124359,-24.099390,42.48,7.932,5780.00,1.05,1.01,HD 86226,HIP 48739,
HD 86264,b,Radial Velocity,1475.00000000,2.860000,0.700000,7.00000,,,,149.240997,-15.895122,72.57,7.407,6240.00,1.23,1.82,HD 86264,HIP 48780,
HD 8673,b,Radial Velocity,1634.00000000,3.020000,0.723000,14.20000,,,,21.536604,34.579700,38.26,6.341,6390.00,1.28,1.49,HD 8673,HIP 6702,
HD 87883,b,Radial Velocity,2754.00000000,3.600000,0.530000,1.78000,,,,152.179749,34.242260,18.06,7.551,4870.00,0.73,0.82,HD 87883,HIP 49699,
HD 88133,b,Radial Velocity,3.41600000,0.047000,0.133000,0.22000,,,,152.531982,18.186871,74.46,8.001,5190.00,0.81,2.27,HD 88133,HIP 49813,
HD 89307,b,Radial Velocity,2157.00000000,3.270000,0.241000,1.78000,,,,154.588699,12.621108,30.88,7.009,5930.00,1.11,1.05,HD 89307,HIP 50473,
HD 89744,b,Radial Velocity,256.60500000,0.890000,0.670000,7.99000,,,,155.544006,41.229530,38.99,5.720,6160.00,1.20,2.19,HD 89744,HIP 50786,
HD 90156,b,Radial Velocity,49.80000000,,,0.05500,,,,155.980316,-29.645529,22.09,6.932,5670.00,0.99,0.87,HD 90156,HIP 50921,
HD 92788,b,Radial Velocity,325.81000000,0.970000,0.334000,3.86000,,,,160.702209,-2.183756,32.32,7.300,5520.00,0.92,1.15,HD 92788,HIP 52409,
HD 93083,b,Radial Velocity,143.58000000,0.477000,0.140000,0.37000,,,,161.087143,-33.577023,28.90,8.318,4930.00,0.74,0.89,HD 93083,HIP 52521,
HD 93385,b,Radial Velocity,13.18600000,0.111600,0.150000,0.02630,,,,161.562973,-41.464367,42.52,7.486,5890.00,1.11,1.18,HD 93385,HIP 52676,
HD 93385,c,Radial Velocity,46.02500000,0.257000,0.240000,0.03180,,,,161.562973,-41.464367,42.52,7.486,5890.00,1.11,1.18,HD 93385,HIP 52676,
HD 9446,b,Radial Velocity,30.05200000,0.189000,0.200000,0.70000,,,,23.334101,29.265148,52.85,8.369,5750.00,1.04,1.04,HD 9446,HIP 7245,
HD 9446,c,Radial Velocity,192.90000000,0.654000,0.060000,1.82000,,,,23.334101,29.265148,52.85,8.369,5750.00,1.04,1.04,HD 9446,HIP 7245,
HD 95089,b,Radial Velocity,507.00000000,1.510000,0.157000,1.20000,,,,164.698898,1.729216,149.03,7.946,4950.00,0.75,5.36,HD 95089,HIP 53666,
HD 96063,b,Radial Velocity,361.10000000,0.990000,0.280000,0.90000,,,,166.185226,-2.513218,132.80,8.254,5190.00,0.81,3.60,HD 96063,HIP 54158,
HD 96127,b,Radial Velocity,647.30000000,1.400000,0.300000,4.00000,,,,166.441452,44.301559,221.24,7.407,3990.00,,23.04,HD 96127,HIP 54232,
HD 96167,b,Radial Velocity,498.90000000,1.300000,0.710000,0.68000,,,,166.312790,-10.291301,84.03,8.080,5440.00,0.89,2.17,HD 96167,HIP 54195,
HD 96700,b,Radial Velocity,8.12560000,0.077400,0.100000,0.02840,,,,166.976776,-30.174566,26.21,6.540,5890.00,1.11,1.12,HD 96700,HIP 54400,
HD 96700,c,Radial Velocity,103.49000000,0.422000,0.370000,0.04000,,,,166.976776,-30.174566,26.21,6.540,5890.00,1.11,1.12,HD 96700,HIP 54400,
HD 97658,b,Radial Velocity,9.49400000,0.083100,,0.02600,,,,168.638184,25.710384,21.30,7.762,5180.00,0.80,0.73,HD 97658,HIP 54906,
HD 98219,b,Radial Velocity,436.90000000,1.230000,0.210000,1.80000,,,,169.448135,-23.975414,150.38,8.033,4930.00,,5.26,HD 98219,HIP 55174,
HD 98649,b,Radial Velocity,10400.00000000,,0.860000,7.00089,,,,170.215698,-23.217342,42.77,7.991,5700.00,1.00,1.02,HD 98649,HIP 55409,
HD 99109,b,Radial Velocity,439.30000000,1.105000,0.090000,0.50200,,,,171.072327,-1.529076,60.46,9.061,5060.00,0.77,1.22,HD 99109,HIP 55664,
HD 99492,b,Radial Velocity,17.05400000,0.121860,0.130000,0.08700,,,,171.692825,3.006328,17.99,6.140,5280.00,0.83,1.23,HD 99492,HIP 55848,
HD 99492,c,Radial Velocity,4970.00000000,5.400000,0.100000,0.36000,,,,171.692825,3.006328,17.99,6.140,5280.00,0.83,1.23,HD 99492,HIP 55848,
HD 99706,b,Radial Velocity,868.00000000,2.140000,0.365000,1.40000,,,,172.125885,43.966579,130.89,7.637,4830.00,,5.86,HD 99706,HIP 55994,
HIP 11952,b,Radial Velocity,290.00000000,0.810000,0.270000,2.93000,,,,38.546028,-12.384295,115.34,9.854,7090.00,1.52,0.71,HD 16031,HIP 11952,
HIP 11952,c,Radial Velocity,6.95000000,0.070000,0.350000,0.78000,,,,38.546028,-12.384295,115.34,9.854,7090.00,1.52,0.71,HD 16031,HIP 11952,
HIP 12961,b,Radial Velocity,57.00000000,,,0.47000,,,,41.678692,-23.086611,23.80,10.294,3960.00,0.63,0.68,,HIP 12961,
HIP 13044,b,Radial Velocity,16.20000000,0.116000,0.250000,1.25000,,,,41.906010,-36.107513,223.21,9.982,6530.00,,1.55,,HIP 13044,
HIP 14810,b,Radial Velocity,6.67385500,0.069200,0.142700,3.88000,,,,47.809292,21.097359,52.88,8.500,5390.00,0.87,1.15,,HIP 14810,
HIP 14810,c,Radial Velocity,147.73000000,0.545000,0.164000,1.28000,,,,47.809292,21.097359,52.88,8.500,5390.00,0.87,1.15,,HIP 14810,
HIP 14810,d,Radial Velocity,952.00000000,1.890000,0.173000,0.57000,,,,47.809292,21.097359,52.88,8.500,5390.00,0.87,1.15,,HIP 14810,
HIP 34693,b,Radial Velocity,305.00000000,,,18.10000,,,,107.784882,30.245163,92.51,4.420,4500.00,,24.49,HD 54719,HIP 34693,
HIP 5158,b,Radial Velocity,345.72000000,0.890000,0.520000,1.42000,,,,16.508533,-22.453154,44.80,10.167,4650.00,0.69,0.71,,HIP 5158,
HIP 5158,c,Radial Velocity,9017.80000000,7.700000,0.140000,15.04000,,,,16.508533,-22.453154,44.80,10.167,4650.00,0.69,0.71,,HIP 5158,
HIP 57050,b,Radial Velocity,41.39700000,0.163506,0.314000,0.29800,,,,175.435974,42.751972,11.03,11.920,3190.00,0.19,0.39,,HIP 57050,
HIP 57274,b,Radial Velocity,8.13520000,0.070000,0.187000,0.03600,,,,176.170685,30.959293,25.87,8.984,4540.00,0.69,0.81,,HIP 57274,
HIP 57274,c,Radial Velocity,32.03000000,0.178000,0.050000,0.41000,,,,176.170685,30.959293,25.87,8.984,4540.00,0.69,0.81,,HIP 57274,
HIP 57274,d,Radial Velocity,431.70000000,1.010000,0.270000,0.52700,,,,176.170685,30.959293,25.87,8.984,4540.00,0.69,0.81,,HIP 57274,
HIP 63510,c,Imaging,,1168.000000,,6.28536,,,,195.194092,12.375724,11.43,9.720,3630.00,0.53,0.60,,HIP 63510,13.675
HIP 70849,b,Radial Velocity,3000.00000000,,,5.00000,,,,217.327347,-46.463818,23.98,10.380,3940.00,0.62,0.67,,HIP 70849,
HIP 75458,b,Radial Velocity,511.09800000,1.275000,0.712400,8.82000,,,,231.232391,58.966064,31.33,3.290,4610.00,,12.91,HD 137759,HIP 75458,
HIP 78530,b,Imaging,,,,23.04000,,,,240.481064,-21.980389,131.93,7.192,8640.00,2.10,1.91,HD 143567,HIP 78530,
HIP 79431,b,Radial Velocity,111.70000000,0.360000,0.290000,2.10000,,,,243.174057,-18.875504,14.90,,,,,,HIP 79431,
HN Peg,b,Imaging,,773.000000,,21.99870,,,,326.130554,14.771939,18.39,5.950,5950.00,1.12,1.01,HD 206860,HIP 107350,11.777
HR 810,b,Radial Velocity,311.28800000,0.910000,0.240000,1.94000,,,,40.639442,-50.800293,17.24,5.410,6040.00,1.17,1.17,HD 17051,HIP 12653,
HR 8799,b,Imaging,170000.00000000,68.000000,,7.00000,,,,346.869659,21.134251,39.94,5.953,7460.00,1.63,1.34,HD 218396,HIP 114189,13.000
HR 8799,c,Imaging,69000.00000000,38.000000,,10.00000,,,,346.869659,21.134251,39.94,5.953,7460.00,1.63,1.34,HD 218396,HIP 114189,13.000
HR 8799,d,Imaging,37000.00000000,24.000000,,10.00000,,,,346.869659,21.134251,39.94,5.953,7460.00,1.63,1.34,HD 218396,HIP 114189,13.000
HR 8799,e,Imaging,18000.00000000,14.500000,,,,,,346.869659,21.134251,39.94,5.953,7460.00,1.63,1.34,HD 218396,HIP 114189,
HW Vir,b,Eclipse Timing Variations,5767.00000000,,,19.20000,,,,191.084320,-8.671344,130.72,,,,,,HIP 62157,
HW Vir,c,Eclipse Timing Variations,3321.00000000,,,8.50000,,,,191.084320,-8.671344,130.72,,,,,,HIP 62157,
KELT-1,b,Transit,1.21751400,0.024660,0.009900,27.23000,24.70000,87.800,,0.362142,39.383808,262.00,,6518.00,1.32,1.46,,,12.442
KELT-2A,b,Transit,4.11379120,0.054960,0.000000,1.52200,,88.600,,92.663948,30.957144,124.22,8.713,6210.00,1.22,1.73,HD 42176,HIP 29301,14.415
KOI-13,b,Transit,1.76358920,,,,,85.900,0,286.971190,46.868359,,,8511.00,2.05,1.76,,,16.197
KOI-1725,b,Transit,9.88440000,0.075100,0.000000,,,88.420,0,283.628850,48.391003,,,4240.00,0.58,0.55,,,2.650
KOI-1727,b,Transit,49.76971000,0.267200,0.000000,,,89.200,0,284.273960,41.535019,,,5619.00,1.03,1.27,,,8.050
KOI-55,b,Transit,0.24010400,0.006000,,0.00140,,65.000,,296.356110,41.092754,1180.00,,27730.00,0.50,0.20,,,0.759
KOI-55,c,Transit,0.34288700,0.007600,,0.00210,,65.000,,296.356110,41.092754,1180.00,,27730.00,0.50,0.20,,,0.867
Kepler-10,b,Transit,0.83749500,0.016840,0.000000,0.01400,8.80000,84.400,1,285.679394,50.241299,173.00,,5627.00,0.89,1.06,,,1.416
Kepler-10,c,Transit,42.29485000,0.240700,0.000000,0.06300,10.00000,89.650,0,285.679394,50.241299,173.00,,5627.00,0.89,1.06,,,2.227
Kepler-11,b,Transit,10.30375000,0.091000,0.000000,0.01400,3.10000,88.500,0,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,1.970
Kepler-11,c,Transit,13.02502000,0.106000,0.000000,0.04200,2.30000,89.000,0,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,3.150
Kepler-11,d,Transit,22.68719000,0.159000,0.000000,0.01900,0.90000,89.300,1,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,3.430
Kepler-11,e,Transit,31.99590000,0.194000,0.000000,0.02600,0.50000,88.800,1,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,4.520
Kepler-11,f,Transit,46.68876000,0.250000,0.000000,0.00700,0.70000,89.400,0,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,2.610
Kepler-11,g,Transit,118.37774000,0.462000,0.000000,0.94400,,89.800,0,297.115123,41.909138,613.00,,5680.00,0.95,1.10,,,3.660
Kepler-12,b,Transit,4.43796370,0.055600,0.010000,0.43100,0.11100,88.760,0,286.243425,50.040382,600.00,,5947.00,1.17,1.48,,,18.999
Kepler-14,b,Transit,6.79012300,,0.035000,8.40000,7.10000,90.000,0,287.708814,47.333050,600.00,,5947.00,1.51,2.05,,,12.733
Kepler-15,b,Transit,4.94278200,0.057140,0.060000,0.66000,0.93000,87.440,0,296.200595,49.140125,,,5515.00,1.02,0.99,,,10.761
Kepler-16,b,Transit,228.77600000,0.704800,0.006900,0.33300,0.96400,90.032,0,289.075710,51.757439,61.00,,4450.00,0.69,0.65,,,8.449
Kepler-17,b,Transit,1.48571080,0.025910,0.011000,2.45000,1.35000,87.200,1,298.395274,47.815006,,,5630.00,1.06,1.02,,,14.706
Kepler-18,b,Transit,3.50472500,0.044700,0.000000,0.02170,4.90000,84.920,0,298.079439,44.746326,,,5345.00,0.97,1.11,,,2.000
Kepler-18,c,Transit,7.64159000,0.075200,0.000000,0.05443,0.59000,87.680,1,298.079439,44.746326,,,5345.00,0.97,1.11,,,5.490
Kepler-18,d,Transit,14.85888000,0.117200,0.000000,0.05160,0.27000,88.070,1,298.079439,44.746326,,,5345.00,0.97,1.11,,,6.980
Kepler-19,b,Transit,9.28699440,,0.000000,0.04405,10.40000,89.940,0,290.420824,37.851799,2119.00,,5541.00,0.94,0.85,,,2.209
Kepler-20,b,Transit,3.69612190,0.045370,0.396000,0.02740,6.50000,86.500,0,287.698004,42.338726,290.00,,5455.00,0.91,0.94,,,1.910
Kepler-20,c,Transit,10.85409200,0.093000,0.319000,0.05066,2.91000,88.390,0,287.698004,42.338726,290.00,,5455.00,0.91,0.94,,,3.070
Kepler-20,d,Transit,77.61184000,0.345300,0.601000,0.06324,4.07000,89.570,0,287.698004,42.338726,290.00,,5455.00,0.91,0.94,,,2.750
Kepler-20,e,Transit,6.09849300,,0.283000,0.00969,,87.500,0,287.698004,42.338726,290.00,,5455.00,0.91,0.94,,,0.868
Kepler-20,f,Transit,19.57706000,,0.325000,0.04499,,88.680,0,287.698004,42.338726,290.00,,5455.00,0.91,0.94,,,1.030
Kepler-21,b,Transit,2.78575500,0.042507,0.000000,0.03272,12.90000,82.580,0,287.361816,38.714016,107.88,8.250,6131.00,1.34,1.86,HD 179070,HIP 94112,1.635
Kepler-22,b,Transit,289.86230000,0.849000,0.000000,,14.70000,89.764,0,289.217484,47.884464,190.00,,5518.00,0.97,0.98,,,2.380
Kepler-23,b,Transit,7.10730000,0.075000,,0.80000,,,0,294.218924,49.479225,800.00,,5760.00,1.11,1.52,,,1.900
Kepler-23,c,Transit,10.74210000,0.099000,,2.70000,,,1,294.218924,49.479225,800.00,,5760.00,1.11,1.52,,,3.200
Kepler-24,b,Transit,8.14530000,0.080000,,1.60000,,,1,290.413267,38.343754,1200.00,,5800.00,1.03,1.07,,,2.400
Kepler-24,c,Transit,12.33350000,0.106000,,1.60000,,,1,290.413267,38.343754,1200.00,,5800.00,1.03,1.07,,,2.400
Kepler-25,b,Transit,6.23850000,0.068000,,12.70000,,,1,286.638394,39.487892,,,6190.00,1.22,1.36,,,2.600
Kepler-25,c,Transit,12.72040000,0.110000,,4.16000,,,1,286.638394,39.487892,,,6190.00,1.22,1.36,,,4.500
Kepler-26,b,Transit,12.28290000,0.085000,,0.38000,,,1,284.940997,46.566540,,,4500.00,0.65,0.59,,,3.600
Kepler-26,c,Transit,17.25130000,0.107000,,0.37500,,,1,284.940997,46.566540,,,4500.00,0.65,0.59,,,3.600
Kepler-27,b,Transit,15.33480000,0.118000,,9.11000,,,1,292.236769,41.085876,,,5400.00,0.65,0.59,,,4.000
Kepler-27,c,Transit,31.33090000,0.191000,,13.80000,,,1,292.236769,41.085876,,,5400.00,0.65,0.59,,,4.900
Kepler-28,b,Transit,5.91230000,0.062000,,1.51000,,,0,292.137029,42.429420,,,4590.00,0.75,0.70,,,3.600
Kepler-28,c,Transit,8.98580000,0.081000,,1.36000,,,1,292.137029,42.429420,,,4590.00,0.75,0.70,,,3.400
Kepler-29,b,Transit,10.33760000,0.090000,,0.40000,,,1,298.348324,47.491226,1400.00,,5750.00,1.00,0.96,,,3.600
Kepler-29,c,Transit,13.29070000,0.110000,,0.30000,,,0,298.348324,47.491226,1400.00,,5750.00,1.00,0.96,,,2.900
Kepler-30,b,Transit,29.32900000,0.180000,,0.20000,,,1,285.283636,38.947281,1400.00,,5498.00,0.99,0.95,,,3.700
Kepler-30,c,Transit,60.32510000,0.300000,,9.10000,,,1,285.283636,38.947281,1400.00,,5498.00,0.99,0.95,,,14.400
Kepler-30,d,Transit,143.21300000,0.500000,,17.00000,,,1,285.283636,38.947281,1400.00,,5498.00,0.99,0.95,,,10.700
Kepler-31,b,Transit,20.86090000,0.160000,,,,,0,294.023014,45.853081,2100.00,,6340.00,1.21,1.22,,,4.300
Kepler-31,c,Transit,42.63300000,0.260000,,4.70000,,,0,294.023014,45.853081,2100.00,,6340.00,1.21,1.22,,,4.200
Kepler-32,b,Transit,5.90124000,0.050000,,4.10000,,,0,297.842403,46.574272,280.00,,3900.00,0.58,0.53,,,4.100
Kepler-32,c,Transit,8.75220000,0.090000,,0.50000,,,1,297.842403,46.574272,280.00,,3900.00,0.58,0.53,,,3.700
Kepler-33,b,Transit,5.66793000,0.067700,0.000000,,,86.390,0,289.077548,46.005222,,,5904.00,1.29,1.82,,,1.740
Kepler-33,c,Transit,13.17562000,0.118900,0.000000,,,88.190,0,289.077548,46.005222,,,5904.00,1.29,1.82,,,3.200
Kepler-33,d,Transit,21.77596000,0.166200,0.000000,,,88.710,0,289.077548,46.005222,,,5904.00,1.29,1.82,,,5.350
Kepler-33,e,Transit,31.78440000,0.213800,0.000000,,,88.940,1,289.077548,46.005222,,,5904.00,1.29,1.82,,,4.020
Kepler-33,f,Transit,41.02902000,0.253500,0.000000,,,89.170,0,289.077548,46.005222,,,5904.00,1.29,1.82,,,4.460
Kepler-34,b,Transit,288.82200000,1.089600,0.182000,0.22000,0.61300,90.355,,296.435821,44.641560,1499.00,,5913.00,1.05,1.16,,,8.564
Kepler-35,b,Transit,131.45800000,0.603470,0.042000,0.12700,0.41000,90.760,,294.496978,46.689762,1645.00,,5606.00,0.89,1.03,,,8.160
Kepler-36,b,Transit,13.83989000,0.115300,0.039000,0.01400,7.46000,90.010,,291.250180,49.231834,470.00,,5911.00,1.07,1.63,,,1.486
Kepler-36,c,Transit,16.23855000,0.128300,0.033000,0.02540,0.89100,89.980,1,291.250180,49.231834,470.00,,5911.00,1.07,1.63,,,3.679
Kepler-39,b,Transit,21.08740000,0.155000,0.121000,18.00000,12.40000,88.830,0,296.960270,46.034302,1200.00,,6260.00,1.10,1.39,,,13.675
Kepler-4,b,Transit,3.21346000,0.045600,0.000000,0.07700,1.91000,89.760,0,285.615322,50.135754,550.00,,5857.00,1.22,1.49,,,4.002
Kepler-40,b,Transit,6.87349000,0.080000,0.000000,2.20000,1.68000,89.700,0,296.813690,47.526608,2700.00,,6510.00,1.48,2.13,,,13.115
Kepler-41,b,Transit,1.85555800,0.030000,0.000000,0.55000,1.10000,88.300,0,294.513229,45.981644,770.00,,5620.00,1.12,1.02,,,9.976
Kepler-42,b,Transit,1.21376720,0.011600,,,,,0,292.218983,44.619339,38.70,,3068.00,0.13,0.17,,,0.780
Kepler-42,c,Transit,0.45328509,0.006000,,,,,0,292.218983,44.619339,38.70,,3068.00,0.13,0.17,,,0.730
Kepler-42,d,Transit,1.86516900,0.015400,,,,,0,292.218983,44.619339,38.70,,3068.00,0.13,0.17,,,0.570
Kepler-43,b,Transit,3.02409500,0.044900,0.025000,3.23000,2.33000,84.350,0,285.240856,46.668255,1950.00,,6041.00,1.32,1.42,,,13.451
Kepler-44,b,Transit,3.24674000,0.045500,0.021000,1.02000,0.65000,83.780,0,300.102352,45.762142,2250.00,,5757.00,1.19,1.52,,,13.899
Kepler-45,b,Transit,2.45523900,,0.110000,0.50500,0.80000,87.000,1,292.872890,41.064270,333.00,,3820.00,0.59,0.55,,,10.761
Kepler-46,b,Transit,33.60134000,0.196800,0.010000,6.00000,14.00000,89.038,1,289.268740,42.604172,855.00,,5155.00,0.90,0.94,,,9.057
Kepler-46,c,Transit,57.01100000,0.279900,0.014600,0.37600,,87.400,,289.268740,42.604172,855.00,,5155.00,0.90,0.94,,,
Kepler-47,b,Transit,49.51400000,0.295600,0.035000,,,89.590,,,,,,5636.00,1.04,0.96,,,2.980
Kepler-47,c,Transit,303.15800000,0.989000,0.411000,,,89.826,,,,,,5636.00,1.04,0.96,,,4.610
Kepler-48,b,Transit,4.77798030,,,,,,0,299.139220,40.949020,,,5063.00,,0.89,,,2.140
Kepler-48,c,Transit,9.67392830,,,,,,0,299.139220,40.949020,,,5063.00,,0.89,,,3.140
Kepler-49,b,Transit,7.20379450,,,,,,1,292.294590,40.591789,,,3974.00,,0.67,,,2.720
Kepler-49,c,Transit,10.91293430,,,,,,0,292.294590,40.591789,,,3974.00,,0.67,,,2.550
Kepler-5,b,Transit,3.54846000,0.050640,0.024000,2.11400,0.89400,86.300,0,299.407009,44.035046,,,6297.00,1.37,1.79,,,16.040
Kepler-50,b,Transit,7.81251240,,,,,,0,288.100860,50.033718,,,6143.00,,1.35,,,2.200
Kepler-50,c,Transit,9.37613680,,,,,,0,288.100860,50.033718,,,6143.00,,1.35,,,2.790
Kepler-51,b,Transit,45.15550230,,,,,,1,296.479770,49.937679,,,5803.00,,0.91,,,7.050
Kepler-51,c,Transit,85.31286620,,,,,,0,296.479770,49.937679,,,5803.00,,0.91,,,5.710
Kepler-52,b,Transit,7.87735650,,,,,,1,286.738040,49.975750,,,4075.00,,0.68,,,2.100
Kepler-52,c,Transit,16.38500210,,,,,,1,286.738040,49.975750,,,4075.00,,0.68,,,1.840
Kepler-53,b,Transit,18.64895250,,,,,,0,290.461760,40.562462,,,5858.00,,0.89,,,2.890
Kepler-53,c,Transit,38.55830380,,,,,,0,290.461760,40.562462,,,5858.00,,0.89,,,3.170
Kepler-54,b,Transit,8.01094340,,,,,,1,294.773930,43.056301,,,3705.00,,0.53,,,2.100
Kepler-54,c,Transit,12.07172490,,,,,,0,294.773930,43.056301,,,3705.00,,0.53,,,1.230
Kepler-55,b,Transit,27.94814490,,,,,,1,285.168330,44.026459,,,4362.00,,0.72,,,2.430
Kepler-55,c,Transit,42.15164180,,,,,,1,285.168330,44.026459,,,4362.00,,0.72,,,2.210
Kepler-56,b,Transit,10.50342940,,,,,,1,293.758360,41.871868,,,4857.00,,4.83,,,3.840
Kepler-56,c,Transit,21.40504840,,,,,,1,293.758360,41.871868,,,4857.00,,4.83,,,7.850
Kepler-57,b,Transit,5.72931960,,,,,,1,293.641300,44.657040,,,5145.00,,0.57,,,2.190
Kepler-57,c,Transit,11.60925670,,,,,,1,293.641300,44.657040,,,5145.00,,0.57,,,1.550
Kepler-58,b,Transit,10.21849540,,,,,,0,296.358670,39.115189,,,5843.00,,1.12,,,2.780
Kepler-58,c,Transit,15.57415680,,,,,,0,296.358670,39.115189,,,5843.00,,1.12,,,2.860
Kepler-59,b,Transit,11.86817070,,,,,,0,287.039520,46.640129,,,6074.00,,0.94,,,1.100
Kepler-59,c,Transit,17.98012350,,,,,,1,287.039520,46.640129,,,6074.00,,0.94,,,1.980
Kepler-6,b,Transit,3.23472300,0.045670,0.000000,0.66900,0.35200,86.800,0,296.837254,48.239964,,,5647.00,1.21,1.39,,,14.830
Kepler-60,b,Transit,7.13161850,,,,,,0,288.961240,42.265011,,,5915.00,,1.51,,,2.280
Kepler-60,c,Transit,8.91934590,,,,,,0,288.961240,42.265011,,,5915.00,,1.51,,,2.470
Kepler-60,d,Transit,11.90161710,,,,,,0,288.961240,42.265011,,,5915.00,,1.51,,,2.550
Kepler-7,b,Transit,4.88552500,0.062240,0.000000,0.43300,0.16600,86.500,0,288.581518,41.089806,,,5933.00,1.35,1.84,,,16.567
Kepler-8,b,Transit,3.52254000,0.048300,0.000000,0.60300,0.26100,84.070,0,281.288118,42.451080,1330.00,,6213.00,1.21,1.49,,,15.906
Kepler-9,b,Transit,19.24000000,0.140000,0.150000,0.25200,0.52400,,1,285.573978,38.400898,650.00,,5777.00,1.07,1.02,,,9.438
Kepler-9,c,Transit,38.91000000,0.225000,0.130000,0.17100,0.38300,,1,285.573978,38.400898,650.00,,5777.00,1.07,1.02,,,9.225
Kepler-9,d,Transit,1.59285100,0.027300,,,,,0,285.573978,38.400898,650.00,,5777.00,1.07,1.02,,,1.640
LKCA 15,b,Imaging,40000.00000000,,,6.00000,,,,69.824150,22.350967,,,,,,,,
Lupus-TR-3,b,Transit,3.91405000,0.046400,0.000000,0.81000,1.40000,88.300,,232.577571,-42.979908,2000.00,,5000.00,0.87,0.82,,,9.976
MOA-2007-BLG-192-L,b,Microlensing,,,,0.01000,,,,272.015825,-27.150075,,,,,,,,
MOA-2007-BLG-400-L,b,Microlensing,,,,0.90000,,,,272.424917,-29.224153,,,,,,,,
MOA-2008-BLG-310-L,b,Microlensing,,,,0.23000,,,,268.560542,-34.778053,,,,,,,,
MOA-2009-BLG-266-L,b,Microlensing,2780.00000000,,,0.03270,,,,267.008125,-35.005411,,,,,,,,
MOA-2009-BLG-319-L,b,Microlensing,,,,0.15700,,,,271.742208,-26.819692,,,,,,,,
MOA-2009-BLG-387-L,b,Microlensing,1970.00000000,,,2.60000,,,,268.461625,-33.990333,,,,,,,,
MOA-2010-BLG-477L,b,Microlensing,,2.000000,,1.50000,,,,271.531006,-31.454477,2300.00,,5950.00,0.67,,,,
NGC 2423 3,b,Radial Velocity,714.30000000,2.100000,0.210000,10.60000,,,,114.288492,-13.906663,,9.767,4620.00,0.65,,,,
NGC 4349 No 127,b,Radial Velocity,677.80000000,2.380000,0.190000,19.80000,,,,186.030844,-61.870178,,,,,,,,
NN Ser (ab),c,Eclipse Timing Variations,5660.00000000,5.380000,,6.91000,,,,238.233871,12.912411,,,,,,,,
NN Ser (ab),d,Eclipse Timing Variations,2830.00000000,3.390000,,2.28000,,,,238.233871,12.912411,,,,,,,,
NY Vir,b,Eclipse Timing Variations,2900.00000000,3.300000,,2.30000,,,,204.700623,-2.030315,,,,,,,,
OGLE-05-071L,b,Microlensing,3600.00000000,,,3.80000,,,,267.540708,-34.673194,,,,,,,,
OGLE-05-169L,b,Microlensing,3300.00000000,,,0.04000,,,,271.522167,-30.732639,,,,,,,,
OGLE-05-390L,b,Microlensing,3500.00000000,,,0.01700,,,,268.579958,-30.377306,,,,,,,,
OGLE-06-109L,b,Microlensing,1825.00000000,,,0.71000,,,,268.143792,-30.087778,,,,,,,,
OGLE-06-109L,c,Microlensing,5100.00000000,,0.110000,0.27000,,59.000,,268.143792,-30.087778,,,,,,,,
OGLE-2007-BLG-368L,b,Microlensing,,,,0.06940,,,,269.108167,-32.237417,,,,,,,,
OGLE-TR-10,b,Transit,3.10127800,0.043400,,0.62000,0.40000,90.000,,267.867708,-29.876361,,14.930,5950.00,1.14,1.17,,,14.011
